ID;Catégorie;Organe;Code Défaut;Message / Alarme affichée;Niveau;Cause;Action Utilisateur;Action Maintenance;Points de Test Matériels;Condition Déclenchement (Code ST);Fichier Source;Ligne
ALM_040;ACTIVE_ALARM;M3;ErrorID:08;[M3] ErrorID:08 - capteurs incoherents;BLOQUANT (SafeStop/Coupure);📐 Combinaison de cames translation physiquement impossible (ex: Trémie et Maintenance actives en même temps).;🛑 Arrêt des commandes translation au pupitre. Relever la position visuelle approximative du portique.;🧰 Inspecter les 5 capteurs inductifs de cames translation le long des rails (boue, graviers, câbles blessés).;VH_0808ETP · Bornes %IX224.0 à %IX224.4 ➔ Mesure 24Vcc : Une seule came active autorisée à la fois;TranslationSafety.ErrorSensorIncoherent AND Vh0808Valid AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;809
ALM_041;ACTIVE_ALARM;M3;-;[M3] Defaut sequence / retour frein translation;BLOQUANT (SafeStop/Coupure);⚡ Défaut séquence / retour frein translation M3 (discordance entre ordre défreinage et recopie armoire).;🕹️ Manipulateur translation au neutre au pupitre.;🧰 Armoire : tester contacteur relais frein KM_Frein_M3. Mesurer tension bobine défreinage en manœuvre.;VH_0008ER · Relais %QX27.2 (Cmd) vs VH_0800END · Borne %IX225.2 (Retour %IX225.2) ➔ Concordance exigée sous 500 ms;((TranslationMotionErrorId AND 16#0001) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;816
ALM_042;ACTIVE_ALARM;M3;-;[M3] Defaut variateur translation AC600;BLOQUANT (SafeStop/Coupure);⚡ Défaut variateur translation AC600 (surcharge, surintensité, sous-tension bus continu ou défaut thermique).;🕹️ Manipulateur translation au neutre au pupitre. Patienter 5 min pour refroidissement.;🧰 Armoire : relever le code affiché sur le bandeau digital du variateur AC600 (ex: E.OC, E.OL, E.LU). Contrôler résistance de freinage.;Afficheur variateur AC600 ➔ Code défaut | Mesure bus DC : ~560Vcc entre bornes (+) et (-);((TranslationMotionErrorId AND 16#0008) <> 16#0000) AND VarM3Valid AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;819
ALM_043;ACTIVE_ALARM;M3;-;[M3] Limite extreme translation atteinte;BLOQUANT (SafeStop/Coupure);🛑 Butée mécanique finale de translation atteinte (arrêt immédiat sur bordure de voie).;🕹️ Inverser le manipulateur pour dégager le portique en sens inverse.;🧰 Contrôler amortisseurs de fin de course rail et état mécanique du linguet de déclenchement.;VH_0808ETP · Bornes %IX224.0 ou %IX224.4 ➔ Mesure : 24Vcc entre borne et 0V ➔ Attendu hors butée : 0V (Détecteur inductif NO libre);((TranslationMotionErrorId AND 16#0040) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;822
ALM_044;ACTIVE_ALARM;M3;-;[M3] Barriere finale translation (frein / redemarrage) - Reset;BLOQUANT (SafeStop/Coupure);🔒 Barrière finale translation active : interlock frein ou redémarrage engagé nécessitant un acquittement explicite.;🕹️ Ramener le manipulateur au neutre. Appuyer sur le bouton Acquittement / Reset au pupitre.;💻 Vérifier mot d'état TranslationFinalInterlockErrorId sur l'écran de diagnostic IHM.;Pupitre / IHM ➔ Diagnostic variable TranslationFinalInterlockErrorId ➔ Attendu : Valeur 0 après front montant bouton Reset;(TranslationFinalInterlockErrorId <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;825
ALM_045;ACTIVE_ALARM;BENNE;ErrorID:01;[BENNE] ErrorID:01 - configuration geometrie invalide;BLOQUANT (SafeStop/Coupure);⚙️ Configuration géométrie benne invalide (offset fermé inférieur ou égal à l'offset ouvert en mémoire).;🛑 Ne pas tenter de manœuvrer la benne au pupitre.;💻 IHM Réglages : vérifier paramètres géométrie benne. L'offset fermé doit être supérieur à l'offset ouvert (nominal 15.0m > 0.0m).;IHM Réglages Benne ➔ Variables OffsetCloseM vs OffsetOpenM ➔ Attendu : OffsetCloseM (nom. 15.0m) strictement supérieur à OffsetOpenM (0.0m);((BucketErrorId AND 16#0001) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;832
ALM_046;ACTIVE_ALARM;BENNE;ErrorID:02;[BENNE] ErrorID:02 - depassement ecart max autorise;BLOQUANT (SafeStop/Coupure);🪣 Dépassement écart maximum autorisé benne : décalage M2 - M1 hors plage physique plausible (> 17m ou < -1m).;🕹️ Passer en mode Manuel Dérogation : ramener visuellement la benne dans une position intermédiaire normale.;🧰 Vérifier position codeurs M1 et M2. Vérifier absence de glissement de câble ou de mou exagéré.;IHM Benne ➔ Écart mesuré CablePosM2 - CablePosM1 ➔ Attendu : Compris dans l'intervalle [-1.0m .. 17.0m];((BucketErrorId AND 16#0002) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;835
ALM_047;ACTIVE_ALARM;BENNE;ErrorID:03;[BENNE] ErrorID:03 - timeout commande deplacement;BLOQUANT (SafeStop/Coupure);⏱️ Timeout déplacement benne : la benne n'a pas atteint sa position ouverte ou fermée sous 60 secondes.;🕹️ Ramener manipulateur au neutre. Vérifier visuellement si la benne est coincée dans le matériau.;🧰 Contrôler vitesse treuil M2 et état mécanique des poulies de fermeture benne.;Bloc FB_Bucket ➔ Temporisateur interne TonTimeout ➔ Attendu : Temps écoulé ET < CfgTimeoutDuration (T#60s);((BucketErrorId AND 16#0004) <> 16#0000) AND EncM1Valid AND EncM2Valid AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;838
ALM_048;ACTIVE_ALARM;BENNE;ErrorID:04;[BENNE] ErrorID:04 - glissement treuil M1;BLOQUANT (SafeStop/Coupure);🚨 Glissement treuil M1 détecté pendant manœuvre benne (> 1.0m de mouvement flèche non autorisé).;🛑 Arrêt de la commande benne. Ramener au neutre au pupitre.;🧰 Contrôler frein treuil M1 et absence de rotation parasite pendant l'actionnement du treuil M2.;Treuil M1 ➔ Écart position ABS(CablePosM1 - M1RefPosM) ➔ Attendu : Dérive < 1.0m pendant manœuvre benne;((BucketErrorId AND 16#0008) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;841
ALM_049;ACTIVE_ALARM;BENNE;ErrorID:05;[BENNE] ErrorID:05 - codeurs treuils non references;BLOQUANT (SafeStop/Coupure);📍 Codeurs treuils non référencés pour la séquence benne (homing machine non validé après mise sous tension).;🕹️ Effectuer la procédure de référencement machine (Homing) au pupitre de commande.;💻 Vérifier drapeaux HomedM1 et HomedM2 sur la page diagnostic superviseur.;Supervision IHM / PLC ➔ Variables HomedAndReliableM1 et HomedAndReliableM2 ➔ Attendu : État TRUE sur les deux axes;((BucketErrorId AND 16#0010) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;844
ALM_050;ACTIVE_ALARM;SYNC;ErrorID:01;[SYNC] ErrorID:01 - ecart M1/M2;BLOQUANT (SafeStop/Coupure);⚠️ Écart de synchronisation M1/M2 supérieur à 6.0m en marche couplée (SafeStop activé).;🕹️ Manipulateurs au neutre au pupitre. Vérifier visuellement la planéité des câbles.;🧰 Contrôler vitesse respective des tambours M1 et M2. Recaler l'assiette en pilotage unitaire si nécessaire.;FB_SyncDeviation ➔ Écart calculé DeltaPosM ➔ Attendu : DeltaPosM < 6.0m (seuil d'arrêt);((SyncErrorId AND 16#0001) <> 16#0000) AND EncM1Valid AND EncM2Valid AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;849
ALM_051;ACTIVE_ALARM;SYNC;ErrorID:02;[SYNC] ErrorID:02 - incoherence commande;BLOQUANT (SafeStop/Coupure);🔀 Discordance contacteurs M1/M2 en marche synchronisée (un treuil commandé et pas l'autre ou paliers différents).;🕹️ Manipulateurs au neutre au pupitre de commande.;🧰 Armoire : vérifier la chaîne de commande des contacteurs de sens et paliers M1 et M2. Contrôler relais de sortie.;FB_SyncContactor ➔ Variable ContactorMismatch ➔ Attendu repos / marche couplée : FALSE (Vecteurs identiques);((SyncErrorId AND 16#0002) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;852
ALM_052;ACTIVE_ALARM;DIVE;ErrorID:01;[DIVE] ErrorID:01 - timeout immersion;BLOQUANT (SafeStop/Coupure);⏱️ Timeout immersion cycle automatique : temps d'atteinte de la surface d'eau dépassé.;🕹️ Repasser en mode Manuel au pupitre. Remonter la benne en surface.;💻 Vérifier réglage altimétrique du plan d'eau (ImmersionUpper_M) sur l'IHM cycle.;Bloc FB_CycleSemiAuto ➔ Temporisateur phase plongée ➔ Attendu : Atteinte plan d'eau avant expiration T#Timeout;((DiveErrorId AND 16#0001) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;874
ALM_053;ACTIVE_ALARM;DIVE;ErrorID:02;[DIVE] ErrorID:02 - timeout fond;BLOQUANT (SafeStop/Coupure);⏱️ Timeout détection fond : la benne descend sous l'eau sans toucher le fond dans le temps alloué.;🕹️ Stopper la descente automatique. Repasser en manuel au pupitre.;🧰 Contrôler fonctionnement palpeur Kobold ou seuil altimétrique de profondeur fond.;Bloc FB_CycleSemiAuto ➔ Temporisateur descente fond ➔ Attendu : Contact fond avant seuil temps alloué;((DiveErrorId AND 16#0002) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;877
ALM_054;ACTIVE_ALARM;DIVE;ErrorID:03;[DIVE] ErrorID:03 - limite basse atteinte;BLOQUANT (SafeStop/Coupure);🛑 Limite basse de plongée atteinte : la benne a atteint la profondeur maximale autorisée.;🕹️ Inverser la commande pour remonter la benne au pupitre de commande.;💻 Vérifier seuil de profondeur légale CfgCableLimitDescentM sur la page configuration IHM.;Codeur COD1 Treuil M1 ➔ Variable CablePosM1 ➔ Attendu : Position supérieure à CfgCableLimitDescentM (-50.0m);((DiveErrorId AND 16#0004) <> 16#0000) AND EncM1Valid AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;880
ALM_055;ACTIVE_ALARM;DIVE;ErrorID:04;[DIVE] ErrorID:04 - contact fond perdu;BLOQUANT (SafeStop/Coupure);🌊 Contact fond perdu pendant l'extraction (glissement de la benne dans la boue ou perte signal Kobold).;🕹️ Arrêter la montée rapide. Passer en manuel lent pour assurer la fermeture.;🧰 Contrôler capteur palpeur Kobold (%IX0.5) et liaison électrique touret.;Local_Digital_IO · Borne %IX0.5 (KoboldBottomTouch_DI) ➔ Mesure : 24Vcc entre borne et 0V carte ➔ Attendu : 24V reposée au fond (0V en suspension);((DiveErrorId AND 16#0008) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;883
ALM_056;ACTIVE_ALARM;DIVE;ErrorID:05;[DIVE] ErrorID:05 - perte tension cable;BLOQUANT (SafeStop/Coupure);🪢 Perte tension câble benne M2 sous l'eau (mou de câble détecté par la roulette palpeuse).;🕹️ Passer en manuel dérogation au pupitre : retendre doucement le câble M2.;🧰 Vérifier mécanique bras palpeur anti-mou sur tambour M2 et propreté de l'interrupteur.;Local_Digital_IO · Borne %IX0.4 (M2_TensionedCable_DI) ➔ Mesure : 24Vcc entre borne et 0V carte ➔ Attendu câble tendu : 24V (Contact NC fermé);((DiveErrorId AND 16#0010) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;886
ALM_057;ACTIVE_ALARM;DIVE;ErrorID:06;[DIVE] ErrorID:06 - anomalie vitesse;BLOQUANT (SafeStop/Coupure);⚠️ Anomalie de vitesse treuils pendant la phase de plongée (dérive d'accélération sous l'eau).;🕹️ Ramener commandes au neutre au pupitre. Laisser la charge se stabiliser.;🧰 Contrôler régularité vitesse codeurs M1 et M2 en plongée.;Codeurs COD1/COD2 ➔ Dérivée d(Speed_Mps)/dt en plongée ➔ Attendu : Accélération stable dans le gabarit défini;((DiveErrorId AND 16#0020) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;889
ALM_058;ACTIVE_ALARM;DIVE;ErrorID:07;[DIVE] ErrorID:07 - config invalide;BLOQUANT (SafeStop/Coupure);⚙️ Configuration de plongée invalide (paramètres altimétriques immersion / fond incohérents).;🛑 Cycle semi-auto refusé. Relever paramètres IHM au pupitre.;💻 Vérifier cohérence paramètres cycle plongée sur le superviseur.;IHM Recettes Dragage ➔ Variables GVL_IHM.CycleSemiAuto.Cfg ➔ Attendu : Cohérence altimétrique Fond < Immersion < Crête;((DiveErrorId AND 16#0040) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;892
ALM_059;ACTIVE_ALARM;EXTRACTION;ErrorID:01;[EXTRACTION] ErrorID:01 - fond;BLOQUANT (SafeStop/Coupure);🌊 Défaut contact fond pendant la phase d'extraction des matériaux.;🕹️ Repasser en manuel au pupitre. Vérifier tension des câbles.;🧰 Contrôler capteur de fond et seuil d'effort sur treuils.;Local_Digital_IO · Borne %IX0.5 (KoboldBottomTouch_DI) ➔ Mesure : 24Vcc entre borne et 0V carte ➔ Attendu : 24V au fond;((ExtractionErrorId AND 16#0001) <> 16#0000) AND LocalIoValid AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;895
ALM_060;ACTIVE_ALARM;EXTRACTION;ErrorID:02;[EXTRACTION] ErrorID:02 - fermeture;BLOQUANT (SafeStop/Coupure);🪣 Défaut fermeture benne pendant l'extraction (benne n'atteignant pas l'état fermé sous l'eau).;🕹️ Repasser en commande manuelle benne M2 pour forcer la fermeture au pupitre.;🧰 Contrôler absence d'enrochement coincé dans les mâchoires de la benne.;Supervision IHM ➔ Variable _BucketState.IsClosed ➔ Attendu : Confirmation TRUE sous 60s max;((ExtractionErrorId AND 16#0002) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;898
ALM_061;ACTIVE_ALARM;EXTRACTION;ErrorID:03;[EXTRACTION] ErrorID:03 - controle;BLOQUANT (SafeStop/Coupure);⏱️ Défaut contrôle vitesse montée lors de l'extraction initiale (distance de contrôle non franchie).;🕹️ Ramener manipulateur au neutre au pupitre.;🧰 Vérifier passage au palier 1 pendant la traversée de la zone ExtractionControlDistance_M.;Contacteurs Paliers Vitesse ➔ Relais palier 1 KM_P1 (%QX27.4) ➔ Attendu : Enclenchement exclusif du Palier 1 dans zone décollement;((ExtractionErrorId AND 16#0004) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;901
ALM_062;ACTIVE_ALARM;EXTRACTION;ErrorID:04;[EXTRACTION] ErrorID:04 - config;BLOQUANT (SafeStop/Coupure);⚙️ Configuration extraction cycle automatique invalide.;🛑 Bloquer cycle auto au pupitre.;💻 Revoir paramètres de la phase extraction sur l'écran IHM.;IHM Recettes Dragage ➔ Variables GVL_IHM.CycleSemiAuto.Cfg ➔ Attendu : Cohérence paramètres d'extraction;((ExtractionErrorId AND 16#0008) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;904
ALM_063;ACTIVE_ALARM;AU;ErrorID:01;[AU] ErrorID:01 - redondance contacteurs;BLOQUANT (SafeStop/Coupure);🚨 Discordance redondance contacteurs de puissance ligne ou relais de sécurité AU (contact miroir non retombé).;🛑 COUPURE GÉNÉRALE. Frapper coup de poing Arrêt d'Urgence pupitre. Condamner le poste de conduite.;⚠️ DANGER DE MORT 400V : Consigner la source quai/groupe + VAT. Contrôler les contacts miroirs NC du contacteur de ligne KM_Power et blocs auxiliaires de sécurité.;VH_0800END · Bornes %IX225.6 et %IX225.7 ➔ Mesure : 24Vcc / 0V entre bornes et 0V carte ➔ Attendu réarmé : 24Vcc sur les deux voies;((EmergencyErrorId AND 16#0001) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;909
ALM_064;ACTIVE_ALARM;AU;ErrorID:02;[AU] ErrorID:02 - echec confirmation armement;BLOQUANT (SafeStop/Coupure);🚨 Échec confirmation armement puissance (le contacteur de ligne ne s'enclenche pas sous 2s après commande).;🛑 Relâcher le bouton Réarmement. Vérifier que tous les AU sont déverrouillés au pupitre.;🧰 Armoire : vérifier bobine contacteur ligne KM_Power, fusible commande 24V et module sécurité AU.;VH_0008ER_1 · Relais %QX28.6/%QX28.7 (PowerKeepAlive) ➔ Mesure : 24Vcc sur bobine KM_Power ➔ Attendu : 24Vcc après appui réarmement;((EmergencyErrorId AND 16#0002) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;912
ALM_065;ACTIVE_ALARM;AU;ErrorID:04;[AU] ErrorID:04 - echec autotest demarrage;BLOQUANT (SafeStop/Coupure);🚨 Échec autotest démarrage chaîne d'urgence (défaut de retombée d'un canal lors du test d'initialisation).;🛑 Redémarrage puissance refusé. Condamner le pupitre de commande.;🧰 Contrôler les contacts de recopie de tous les relais de sécurité en armoire électrique.;Bloc Sécurité FB_Safety_EmergencyManagement ➔ Contrôle retombée des canaux d'urgence ➔ Attendu : 0V strict sur toutes les lignes avant réarmement;((EmergencyErrorId AND 16#0008) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;915
ALM_066;ACTIVE_ALARM;CYCLE;ErrorID:01;[CYCLE] ErrorID:01 - limite legale atteinte;BLOQUANT (SafeStop/Coupure);🛑 Profondeur limite légale atteinte en cycle automatique (arrêt fond de fouille autorisé).;🕹️ Inverser les commandes au pupitre pour remonter la benne. Ne pas descendre plus bas.;💻 Vérifier valeur de la limite légale autorisée sur l'écran réglages IHM.;IHM Configuration Cycle ➔ Variable CablePosM1 vs LimitLegalDepthMinAllowed_M ➔ Attendu : CablePosM1 supérieur à la limite légale;((CycleErrorId AND 16#0001) <> 16#0000) AND EncM1Valid AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;920
ALM_067;ACTIVE_ALARM;CYCLE;ErrorID:02;[CYCLE] ErrorID:02 - defaut synchro treuils;BLOQUANT (SafeStop/Coupure);⚠️ Défaut de synchronisation des treuils en cours de cycle automatique.;🕹️ Stopper le cycle semi-auto au pupitre. Repasser en manuel.;🧰 Contrôler équilibrage de charge et vitesses relatives M1/M2.;Supervision Cycle ➔ Mot CycleErrorId bit 1 ➔ Attendu : Écart M1/M2 dans le gabarit cycle semi-auto;((CycleErrorId AND 16#0002) <> 16#0000) AND EncM1Valid AND EncM2Valid AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;923
ALM_068;ACTIVE_ALARM;CYCLE;ErrorID:04;[CYCLE] ErrorID:04 - ecart codeurs remontee;BLOQUANT (SafeStop/Coupure);⚠️ Écart codeurs excessif constaté pendant la phase de remontée de charge.;🕹️ Ramener commandes au neutre au pupitre. Vérifier assiette benne.;🧰 Contrôler absence de glissement mécanique sur l'un des deux tambours de treuil.;Codeurs COD1/COD2 ➔ Mot CycleErrorId bit 3 ➔ Attendu : Écart codeurs en montée inférieur au seuil critique;((CycleErrorId AND 16#0008) <> 16#0000) AND EncM1Valid AND EncM2Valid AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;926
ALM_069;ACTIVE_ALARM;CYCLE;ErrorID:05;[CYCLE] ErrorID:05 - ecart vitesse confirme;BLOQUANT (SafeStop/Coupure);⚠️ Écart de vitesse confirmé entre treuils M1 et M2 en déplacement couplé.;🕹️ Mettre les manipulateurs au neutre au pupitre de commande.;🧰 Contrôler contacteurs de paliers de vitesse en armoire (KM_P1 à KM_P5).;Supervision Moteurs ➔ Mot CycleErrorId bit 4 ➔ Attendu : Concordance des vitesses treuils en marche couplée;((CycleErrorId AND 16#0010) <> 16#0000) AND EncM1Valid AND EncM2Valid AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;929
ALM_070;ACTIVE_ALARM;CYCLE;ErrorID:06;[CYCLE] ErrorID:06 - perte communication IHM;BLOQUANT (SafeStop/Coupure);📡 Perte de communication avec le pupitre IHM pendant le déroulement d'un cycle automatique.;🛑 Le cycle s'interrompt en sécurité. Vérifier l'écran IHM au poste de conduite.;🧰 Contrôler câble réseau Ethernet blindé et switch réseau armoire.;Liaison Ethernet IHM ➔ Mot CycleErrorId bit 5 ➔ Attendu : HeartbeatIhmOk maintenu actif en continu;((CycleErrorId AND 16#0020) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;932
ALM_071;ACTIVE_ALARM;CYCLE;ErrorID:07;[CYCLE] ErrorID:07 - timeout etape;BLOQUANT (SafeStop/Coupure);⏱️ Timeout d'étape cycle automatique : l'étape active du cycle a dépassé sa durée maximale allouée.;🕹️ Repasser en mode Manuel au pupitre de commande. Dégager la machine si nécessaire.;💻 Contrôler le numéro d'étape bloquée E_AutoCycleStep sur la page de supervision.;FB_CycleSemiAuto ➔ Temporisateur d'étape active ➔ Attendu : Transition d'étape accomplie avant expiration timeout;((CycleErrorId AND 16#0040) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;935
ALM_072;HISTO_ALARM;HISTO;ErrorID:01;[HISTO] [M1] ErrorID:01 - perte com operateur;HISTORISÉ (Reset requis);(HistoM1 AND 16#0001) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM1 AND 16#0001) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;950
ALM_073;HISTO_ALARM;HISTO;ErrorID:02;[HISTO] [M1] ErrorID:02 - perte codeur;HISTORISÉ (Reset requis);(HistoM1 AND 16#0002) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM1 AND 16#0002) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;953
ALM_074;HISTO_ALARM;HISTO;ErrorID:03;[HISTO] [M1] ErrorID:03 - surchauffe moteur;HISTORISÉ (Reset requis);(HistoM1 AND 16#0004) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM1 AND 16#0004) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;956
ALM_075;HISTO_ALARM;HISTO;ErrorID:04;[HISTO] [M1] ErrorID:04 - mou de cable;HISTORISÉ (Reset requis);(HistoM1 AND 16#0008) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM1 AND 16#0008) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;959
ALM_076;HISTO_ALARM;HISTO;ErrorID:05;[HISTO] [M1] ErrorID:05 - rotation phases;HISTORISÉ (Reset requis);(HistoM1 AND 16#0010) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM1 AND 16#0010) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;962
ALM_077;HISTO_ALARM;HISTO;ErrorID:08;[HISTO] [M1] ErrorID:08 - MecaA - deplacement sans commande (vitesse/derive);HISTORISÉ (Reset requis);(HistoM1 AND 16#0080) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM1 AND 16#0080) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;965
ALM_078;HISTO_ALARM;HISTO;ErrorID:09;[HISTO] [M1] ErrorID:09 - MecaB - arret non confirme apres stop;HISTORISÉ (Reset requis);(HistoM1 AND 16#0100) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM1 AND 16#0100) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;968
ALM_079;HISTO_ALARM;HISTO;ErrorID:10;[HISTO] [M1] ErrorID:10 - MecaC - glissement pendant benne figee;HISTORISÉ (Reset requis);(HistoM1 AND 16#0200) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM1 AND 16#0200) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;971
ALM_080;HISTO_ALARM;HISTO;ErrorID:11;[HISTO] [M1] ErrorID:11 - surchauffe frein;HISTORISÉ (Reset requis);(HistoM1 AND 16#0400) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM1 AND 16#0400) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;974
ALM_081;HISTO_ALARM;HISTO;ErrorID:12;[HISTO] [M1] ErrorID:12 - MecaD - non-arret au capteur haut;HISTORISÉ (Reset requis);(HistoM1 AND 16#0800) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM1 AND 16#0800) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;977
ALM_082;HISTO_ALARM;HISTO;ErrorID:13;[HISTO] [M1] ErrorID:13 - MecaE - ecart synchro M1/M2 critique;HISTORISÉ (Reset requis);(HistoM1 AND 16#1000) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM1 AND 16#1000) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;980
ALM_083;HISTO_ALARM;HISTO;ErrorID:15;[HISTO] [M1] ErrorID:15 - sens oppose;HISTORISÉ (Reset requis);(HistoM1 AND 16#4000) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM1 AND 16#4000) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;983
ALM_084;HISTO_ALARM;HISTO;ErrorID:16;[HISTO] [M1] ErrorID:16 - absence mouvement;HISTORISÉ (Reset requis);(HistoM1 AND 16#8000) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM1 AND 16#8000) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;986
ALM_085;HISTO_ALARM;HISTO;ErrorID:01;[HISTO] [M2] ErrorID:01 - perte com operateur;HISTORISÉ (Reset requis);(HistoM2 AND 16#0001) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM2 AND 16#0001) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;991
ALM_086;HISTO_ALARM;HISTO;ErrorID:02;[HISTO] [M2] ErrorID:02 - perte codeur;HISTORISÉ (Reset requis);(HistoM2 AND 16#0002) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM2 AND 16#0002) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;994
ALM_087;HISTO_ALARM;HISTO;ErrorID:03;[HISTO] [M2] ErrorID:03 - surchauffe moteur;HISTORISÉ (Reset requis);(HistoM2 AND 16#0004) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM2 AND 16#0004) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;997
